Bandit,Reward,Algorithm
1,3.863549115313851,EpsilonGreedyBandit
2,2.2763974786167225,EpsilonGreedyBandit
3,3.721083813803423,EpsilonGreedyBandit
2,2.8788295853134698,EpsilonGreedyBandit
3,2.3241681339147333,EpsilonGreedyBandit
3,2.3648560216778565,EpsilonGreedyBandit
3,6.348784834344684,EpsilonGreedyBandit
1,1.5175202700982542,EpsilonGreedyBandit
2,0.09478532150188146,EpsilonGreedyBandit
0,2.505148810075849,EpsilonGreedyBandit
3,3.6654139919799675,EpsilonGreedyBandit
2,3.120454701044412,EpsilonGreedyBandit
3,4.1456691796314304,EpsilonGreedyBandit
3,2.6316507581061774,EpsilonGreedyBandit
2,2.7226839349721748,EpsilonGreedyBandit
0,0.9603119010581793,EpsilonGreedyBandit
1,2.1624770837433607,EpsilonGreedyBandit
1,1.9159528192314503,EpsilonGreedyBandit
1,1.6765899315803268,EpsilonGreedyBandit
0,1.2732939857816,EpsilonGreedyBandit
2,2.3079469760302,EpsilonGreedyBandit
2,3.6656415487407634,EpsilonGreedyBandit
1,3.033267969424778,EpsilonGreedyBandit
1,2.5219254583578574,EpsilonGreedyBandit
2,3.4386009664489903,EpsilonGreedyBandit
3,4.735971541359222,EpsilonGreedyBandit
0,1.9789371734205723,EpsilonGreedyBandit
1,2.008063203166066,EpsilonGreedyBandit
3,3.4841624532428837,EpsilonGreedyBandit
2,3.354059249948955,EpsilonGreedyBandit
3,4.979716026824437,EpsilonGreedyBandit
2,3.7551184104027886,EpsilonGreedyBandit
1,1.830794153962334,EpsilonGreedyBandit
3,4.179452901372236,EpsilonGreedyBandit
0,1.5473428566490797,EpsilonGreedyBandit
0,1.4101555991568828,EpsilonGreedyBandit
0,2.2908011921509543,EpsilonGreedyBandit
0,0.7082840708353503,EpsilonGreedyBandit
2,3.3228533254716948,EpsilonGreedyBandit
2,4.189047099994465,EpsilonGreedyBandit
2,1.9369295408776304,EpsilonGreedyBandit
3,2.2571872909475115,EpsilonGreedyBandit
0,1.4234946032766578,EpsilonGreedyBandit
0,-0.9538533080532929,EpsilonGreedyBandit
0,-0.38604449219821735,EpsilonGreedyBandit
1,3.245619464670929,EpsilonGreedyBandit
0,1.651756003290581,EpsilonGreedyBandit
0,1.937315339146676,EpsilonGreedyBandit
1,2.4395779184374042,EpsilonGreedyBandit
0,-0.23593678261498185,EpsilonGreedyBandit
0,1.2410203284433505,EpsilonGreedyBandit
2,2.4830101313335864,EpsilonGreedyBandit
2,2.4470396799295635,EpsilonGreedyBandit
3,3.7767423584184967,EpsilonGreedyBandit
1,1.2971189934677487,EpsilonGreedyBandit
3,3.9530285488769974,EpsilonGreedyBandit
3,4.3504006557163875,EpsilonGreedyBandit
0,2.1396547565857293,EpsilonGreedyBandit
1,2.1427392788203807,EpsilonGreedyBandit
2,3.4142510236271333,EpsilonGreedyBandit
3,4.750039588946109,EpsilonGreedyBandit
3,4.8329008001511475,EpsilonGreedyBandit
1,1.7715622998956557,EpsilonGreedyBandit
1,3.3204378687419838,EpsilonGreedyBandit
1,2.520843922793114,EpsilonGreedyBandit
1,2.0751302617878427,EpsilonGreedyBandit
2,2.0776718372010476,EpsilonGreedyBandit
1,2.725818510936268,EpsilonGreedyBandit
2,4.87390317893411,EpsilonGreedyBandit
3,2.955432378822149,EpsilonGreedyBandit
0,-0.36076788993913533,EpsilonGreedyBandit
2,4.888982175378493,EpsilonGreedyBandit
3,2.844575734448484,EpsilonGreedyBandit
2,3.080502892731298,EpsilonGreedyBandit
2,2.6538296673042736,EpsilonGreedyBandit
2,1.8753623167619822,EpsilonGreedyBandit
1,2.170402822119499,EpsilonGreedyBandit
2,2.402668937703125,EpsilonGreedyBandit
0,0.7170193860891527,EpsilonGreedyBandit
0,2.369154621412325,EpsilonGreedyBandit
2,2.295526579297617,EpsilonGreedyBandit
3,5.581423248071504,EpsilonGreedyBandit
0,0.33370921329063896,EpsilonGreedyBandit
2,3.8943038999672046,EpsilonGreedyBandit
1,1.8650231867643776,EpsilonGreedyBandit
2,3.381699176443739,EpsilonGreedyBandit
3,3.348918980553983,EpsilonGreedyBandit
2,0.7855783653648039,EpsilonGreedyBandit
0,0.20251371814595187,EpsilonGreedyBandit
3,4.4341493277064945,EpsilonGreedyBandit
1,1.632510979338977,EpsilonGreedyBandit
1,1.1826057822281513,EpsilonGreedyBandit
2,1.8054285665908514,EpsilonGreedyBandit
1,0.9456815176201625,EpsilonGreedyBandit
0,1.1449826388273636,EpsilonGreedyBandit
2,3.365741819740773,EpsilonGreedyBandit
3,3.3047991770970624,EpsilonGreedyBandit
1,0.25782330333030523,EpsilonGreedyBandit
3,3.5455171994235357,EpsilonGreedyBandit
3,4.62915026804349,EpsilonGreedyBandit
1,1.8622053969768062,EpsilonGreedyBandit
2,3.494278001592909,EpsilonGreedyBandit
0,1.7657219664155759,EpsilonGreedyBandit
3,2.8938859002636477,EpsilonGreedyBandit
3,3.8051335573064837,EpsilonGreedyBandit
3,2.779911598068117,EpsilonGreedyBandit
2,3.1758646827021244,EpsilonGreedyBandit
3,3.8704911186449764,EpsilonGreedyBandit
1,1.7215314084415756,EpsilonGreedyBandit
1,2.786228851763432,EpsilonGreedyBandit
3,2.7783423304817347,EpsilonGreedyBandit
2,3.316912438890733,EpsilonGreedyBandit
2,4.535399442312912,EpsilonGreedyBandit
1,2.0196483937044216,EpsilonGreedyBandit
3,4.567371584073046,EpsilonGreedyBandit
2,4.377323227529361,EpsilonGreedyBandit
2,2.7260778803445818,EpsilonGreedyBandit
3,3.4661449203365953,EpsilonGreedyBandit
0,2.617723986904439,EpsilonGreedyBandit
0,0.7288222296277358,EpsilonGreedyBandit
2,1.7599930567731088,EpsilonGreedyBandit
2,2.0012019680009456,EpsilonGreedyBandit
1,2.124670463903399,EpsilonGreedyBandit
2,2.8361641116198992,EpsilonGreedyBandit
0,0.8312888413595303,EpsilonGreedyBandit
1,0.3693250667667891,EpsilonGreedyBandit
1,0.5302470914881319,EpsilonGreedyBandit
0,-0.8037527339553541,EpsilonGreedyBandit
3,4.702362564449071,EpsilonGreedyBandit
1,3.4389017830155533,EpsilonGreedyBandit
1,2.4133576641013823,EpsilonGreedyBandit
3,4.244089258529841,EpsilonGreedyBandit
1,0.4214401659473064,EpsilonGreedyBandit
1,3.0458558948849523,EpsilonGreedyBandit
0,2.248064515560981,EpsilonGreedyBandit
2,3.506965897854346,EpsilonGreedyBandit
3,4.960441286204556,EpsilonGreedyBandit
2,2.000355222572775,EpsilonGreedyBandit
2,2.5896034331340996,EpsilonGreedyBandit
2,0.9521334018078265,EpsilonGreedyBandit
0,0.16053102361757454,EpsilonGreedyBandit
2,2.6194858214954997,EpsilonGreedyBandit
2,2.9008247857698555,EpsilonGreedyBandit
2,2.780552851704582,EpsilonGreedyBandit
3,4.1252039753775165,EpsilonGreedyBandit
2,1.496986966483065,EpsilonGreedyBandit
2,2.901747620545004,EpsilonGreedyBandit
2,2.3309572519994517,EpsilonGreedyBandit
3,4.272004533237779,EpsilonGreedyBandit
0,0.8255203941239161,EpsilonGreedyBandit
0,1.2735964678918161,EpsilonGreedyBandit
0,-0.03889599439258684,EpsilonGreedyBandit
1,1.7890108190478455,EpsilonGreedyBandit
0,3.11257276903176,EpsilonGreedyBandit
0,1.7050971809015905,EpsilonGreedyBandit
2,2.032166870151006,EpsilonGreedyBandit
1,2.925657219292951,EpsilonGreedyBandit
2,3.6168221951237514,EpsilonGreedyBandit
1,2.4639650510146733,EpsilonGreedyBandit
3,4.515444180424325,EpsilonGreedyBandit
2,4.095637458967856,EpsilonGreedyBandit
2,3.8920640228947847,EpsilonGreedyBandit
3,3.496444046576836,EpsilonGreedyBandit
2,3.8907576962222925,EpsilonGreedyBandit
3,4.659074398812571,EpsilonGreedyBandit
1,2.4466650201416766,EpsilonGreedyBandit
2,3.2994765396352768,EpsilonGreedyBandit
3,4.2274571977058875,EpsilonGreedyBandit
1,2.173550389267881,EpsilonGreedyBandit
1,1.1683578757979836,EpsilonGreedyBandit
3,2.315939563992236,EpsilonGreedyBandit
0,0.06368935879899429,EpsilonGreedyBandit
3,4.728891091618047,EpsilonGreedyBandit
1,1.3198506565597445,EpsilonGreedyBandit
0,1.1757964877593388,EpsilonGreedyBandit
2,4.171986961568927,EpsilonGreedyBandit
0,1.8567841766746134,EpsilonGreedyBandit
1,2.540766075271944,EpsilonGreedyBandit
2,5.320729637103228,EpsilonGreedyBandit
3,4.636521135536386,EpsilonGreedyBandit
2,1.810813603825547,EpsilonGreedyBandit
0,1.1735941645687435,EpsilonGreedyBandit
3,2.3776311013225104,EpsilonGreedyBandit
3,2.5966053908337834,EpsilonGreedyBandit
3,3.364209270394059,EpsilonGreedyBandit
3,3.624859163474719,EpsilonGreedyBandit
2,3.164094080114442,EpsilonGreedyBandit
1,1.13375337765474,EpsilonGreedyBandit
0,1.8646944291893628,EpsilonGreedyBandit
0,-0.32103308019803123,EpsilonGreedyBandit
0,0.91314338728009,EpsilonGreedyBandit
3,5.770416125877683,EpsilonGreedyBandit
0,0.246187001575641,EpsilonGreedyBandit
2,3.0678362677962108,EpsilonGreedyBandit
0,0.43234908608377876,EpsilonGreedyBandit
2,2.427085723160346,EpsilonGreedyBandit
1,2.164674780349313,EpsilonGreedyBandit
3,4.9513593056615,EpsilonGreedyBandit
3,3.9379157235711295,EpsilonGreedyBandit
0,1.911703598709754,EpsilonGreedyBandit
3,4.723668324419609,EpsilonGreedyBandit
0,1.4410574723143454,EpsilonGreedyBandit
1,2.2845707698674174,EpsilonGreedyBandit
2,4.247732293539697,EpsilonGreedyBandit
2,3.251692719622262,EpsilonGreedyBandit
1,2.0253614145073207,EpsilonGreedyBandit
3,4.6321198013255565,EpsilonGreedyBandit
1,2.4194563892749157,EpsilonGreedyBandit
3,4.750874536889063,EpsilonGreedyBandit
0,0.7586069472413672,EpsilonGreedyBandit
2,3.305119152089159,EpsilonGreedyBandit
1,2.696355021878753,EpsilonGreedyBandit
2,4.600157724563858,EpsilonGreedyBandit
2,3.75146466531297,EpsilonGreedyBandit
3,3.8067718211106705,EpsilonGreedyBandit
1,2.270359981043995,EpsilonGreedyBandit
2,2.9882928285065242,EpsilonGreedyBandit
3,3.9673229908386305,EpsilonGreedyBandit
1,1.7948455122836153,EpsilonGreedyBandit
2,3.9570155053976253,EpsilonGreedyBandit
2,2.685127038211834,EpsilonGreedyBandit
2,2.1950433969953815,EpsilonGreedyBandit
2,2.983417273310048,EpsilonGreedyBandit
0,2.971253144662732,EpsilonGreedyBandit
2,2.0131143430073464,EpsilonGreedyBandit
3,3.7529571713743417,EpsilonGreedyBandit
0,2.4517880982427664,EpsilonGreedyBandit
0,0.1707554588180149,EpsilonGreedyBandit
2,1.4690988116891495,EpsilonGreedyBandit
2,1.4611527492828995,EpsilonGreedyBandit
2,2.2863875414743005,EpsilonGreedyBandit
2,3.59042810797658,EpsilonGreedyBandit
3,4.921004392189501,EpsilonGreedyBandit
3,4.161170692485959,EpsilonGreedyBandit
1,1.8273917984609849,EpsilonGreedyBandit
2,2.887623238495223,EpsilonGreedyBandit
3,2.0025742492767247,EpsilonGreedyBandit
1,1.529435657061953,EpsilonGreedyBandit
3,3.8007175257495707,EpsilonGreedyBandit
1,0.26677123554754356,EpsilonGreedyBandit
3,4.763503958597803,EpsilonGreedyBandit
3,2.8293847007366195,EpsilonGreedyBandit
3,3.8554563753346125,EpsilonGreedyBandit
0,0.6921301458333209,EpsilonGreedyBandit
3,2.6208766997552564,EpsilonGreedyBandit
1,2.7119989171391397,EpsilonGreedyBandit
2,3.383876785866273,EpsilonGreedyBandit
3,5.647743880246866,EpsilonGreedyBandit
0,0.6621260866990757,EpsilonGreedyBandit
0,1.4998011639355049,EpsilonGreedyBandit
1,1.706620318297358,EpsilonGreedyBandit
0,-0.14125051549341916,EpsilonGreedyBandit
2,-0.10195951718130347,EpsilonGreedyBandit
0,0.08637705977412413,EpsilonGreedyBandit
3,3.94998953340545,EpsilonGreedyBandit
0,1.6711355542124626,EpsilonGreedyBandit
1,2.892689026422242,EpsilonGreedyBandit
2,1.2853259995969242,EpsilonGreedyBandit
3,4.026745843601738,EpsilonGreedyBandit
2,2.1550304085868817,EpsilonGreedyBandit
3,5.129842963937446,EpsilonGreedyBandit
3,4.00366014111753,EpsilonGreedyBandit
1,3.0746839293953885,EpsilonGreedyBandit
1,2.6994166194190465,EpsilonGreedyBandit
3,2.9043377795284666,EpsilonGreedyBandit
2,3.054179115863587,EpsilonGreedyBandit
1,2.205656775936755,EpsilonGreedyBandit
2,4.054447706291308,EpsilonGreedyBandit
0,1.3061343181064988,EpsilonGreedyBandit
3,4.761742416198409,EpsilonGreedyBandit
3,2.6951518446990264,EpsilonGreedyBandit
3,4.663234208519545,EpsilonGreedyBandit
2,3.7337402370948176,EpsilonGreedyBandit
2,4.495556038257456,EpsilonGreedyBandit
2,3.7178271356586707,EpsilonGreedyBandit
0,0.9882891908725571,EpsilonGreedyBandit
0,-0.5801245124239027,EpsilonGreedyBandit
2,3.7283149102792126,EpsilonGreedyBandit
0,2.9721463199637985,EpsilonGreedyBandit
2,3.4662307506458183,EpsilonGreedyBandit
3,2.7478222105982404,EpsilonGreedyBandit
2,4.489824765692957,EpsilonGreedyBandit
0,1.51783225565255,EpsilonGreedyBandit
2,2.126904579621949,EpsilonGreedyBandit
2,3.2111383548071792,EpsilonGreedyBandit
3,2.786326038633819,EpsilonGreedyBandit
3,3.7764395376807984,EpsilonGreedyBandit
0,2.5185001057594145,EpsilonGreedyBandit
2,0.2718951293248808,EpsilonGreedyBandit
1,0.692900851935659,EpsilonGreedyBandit
0,1.3986977747671632,EpsilonGreedyBandit
0,-0.5071310904285617,EpsilonGreedyBandit
2,3.1272644048446763,EpsilonGreedyBandit
0,0.652613520692463,EpsilonGreedyBandit
3,2.5488582491811913,EpsilonGreedyBandit
1,1.9386204157329077,EpsilonGreedyBandit
1,2.8777370451697806,EpsilonGreedyBandit
2,2.614743245336704,EpsilonGreedyBandit
1,2.0082348464008186,EpsilonGreedyBandit
1,2.3330964398426857,EpsilonGreedyBandit
2,3.1059488718300154,EpsilonGreedyBandit
2,2.5077663299060156,EpsilonGreedyBandit
2,2.9666064624488917,EpsilonGreedyBandit
1,1.5818751168310774,EpsilonGreedyBandit
2,2.0581759847354526,EpsilonGreedyBandit
1,2.873432551027185,EpsilonGreedyBandit
0,-0.9897911365625149,EpsilonGreedyBandit
2,3.555215677754728,EpsilonGreedyBandit
1,2.236229699496058,EpsilonGreedyBandit
3,4.590608016777231,EpsilonGreedyBandit
3,2.621371543590601,EpsilonGreedyBandit
0,-0.9122172151471453,EpsilonGreedyBandit
2,5.225727433773401,EpsilonGreedyBandit
1,3.7939764497553554,EpsilonGreedyBandit
3,4.976318016142398,EpsilonGreedyBandit
3,5.104825954021714,EpsilonGreedyBandit
0,0.41642404794071164,EpsilonGreedyBandit
0,1.4369154842175473,EpsilonGreedyBandit
1,-0.09701745652703897,EpsilonGreedyBandit
3,2.745022778929881,EpsilonGreedyBandit
0,-0.7167023831528849,EpsilonGreedyBandit
1,2.6379862956326976,EpsilonGreedyBandit
1,1.8420742537529222,EpsilonGreedyBandit
3,4.823263355472148,EpsilonGreedyBandit
0,1.7688030763694975,EpsilonGreedyBandit
1,2.0879374084642905,EpsilonGreedyBandit
1,3.7862600728319853,EpsilonGreedyBandit
2,1.826244966919096,EpsilonGreedyBandit
0,1.7840809796599033,EpsilonGreedyBandit
3,1.5244780260872184,EpsilonGreedyBandit
3,4.883864916192965,EpsilonGreedyBandit
3,5.1993339096575,EpsilonGreedyBandit
3,4.225474405860361,EpsilonGreedyBandit
3,4.292340724697525,EpsilonGreedyBandit
2,1.6484487197198183,EpsilonGreedyBandit
0,2.487514939585055,EpsilonGreedyBandit
3,5.191681278840552,EpsilonGreedyBandit
2,0.7754928084591866,EpsilonGreedyBandit
3,4.136934964961768,EpsilonGreedyBandit
1,1.6428125938489742,EpsilonGreedyBandit
2,1.8034894586190435,EpsilonGreedyBandit
3,4.158750262454301,EpsilonGreedyBandit
2,3.1153644868476817,EpsilonGreedyBandit
1,1.9190937684267195,EpsilonGreedyBandit
2,2.7542018303919,EpsilonGreedyBandit
2,2.0774592824181797,EpsilonGreedyBandit
3,3.7890276218614667,EpsilonGreedyBandit
3,3.5699225618527834,EpsilonGreedyBandit
0,1.3246284562580715,EpsilonGreedyBandit
0,0.4947216302315779,EpsilonGreedyBandit
3,3.6192641367088165,EpsilonGreedyBandit
0,0.5567115107111213,EpsilonGreedyBandit
2,1.8462096769624028,EpsilonGreedyBandit
3,4.310256266146017,EpsilonGreedyBandit
0,0.9449225968179649,EpsilonGreedyBandit
2,3.5077372645632585,EpsilonGreedyBandit
3,3.91328450195257,EpsilonGreedyBandit
0,1.3129687360386548,EpsilonGreedyBandit
0,1.15653308277935,EpsilonGreedyBandit
2,3.174951638883829,EpsilonGreedyBandit
2,2.6214062947006496,EpsilonGreedyBandit
2,4.684077626067167,EpsilonGreedyBandit
1,1.6329796788537276,EpsilonGreedyBandit
1,2.493985703047267,EpsilonGreedyBandit
2,3.7886356320042354,EpsilonGreedyBandit
3,3.30314434385138,EpsilonGreedyBandit
2,2.852553484150739,EpsilonGreedyBandit
3,4.034596628383996,EpsilonGreedyBandit
1,3.0993673389471166,EpsilonGreedyBandit
0,0.47103021070800544,EpsilonGreedyBandit
2,2.613757958861546,EpsilonGreedyBandit
3,3.3676629922457577,EpsilonGreedyBandit
1,1.4492188066952847,EpsilonGreedyBandit
0,1.0753430250244567,EpsilonGreedyBandit
0,2.8637033601723987,EpsilonGreedyBandit
3,4.492865921578648,EpsilonGreedyBandit
1,1.9453329600553644,EpsilonGreedyBandit
3,4.177357684160114,EpsilonGreedyBandit
2,2.137660450954644,EpsilonGreedyBandit
0,1.7915889409898444,EpsilonGreedyBandit
3,3.806117706847238,EpsilonGreedyBandit
2,3.8990588217013213,EpsilonGreedyBandit
0,-0.746548141043117,EpsilonGreedyBandit
1,2.519121206123247,EpsilonGreedyBandit
0,1.8541624185780161,EpsilonGreedyBandit
0,1.6754279996229795,EpsilonGreedyBandit
2,4.385209158252252,EpsilonGreedyBandit
2,2.842848213117877,EpsilonGreedyBandit
1,1.5116687314359036,EpsilonGreedyBandit
3,2.7540707434432843,EpsilonGreedyBandit
3,5.076946170860576,EpsilonGreedyBandit
1,2.3898487940929365,EpsilonGreedyBandit
3,3.581779566073848,EpsilonGreedyBandit
0,1.8606170209601056,EpsilonGreedyBandit
2,2.1916910562202307,EpsilonGreedyBandit
1,1.8470335912425082,EpsilonGreedyBandit
3,5.422388598018086,EpsilonGreedyBandit
1,2.1050437043573447,EpsilonGreedyBandit
2,2.140437867041173,EpsilonGreedyBandit
0,-0.46959850336017195,EpsilonGreedyBandit
2,2.7788661508952157,EpsilonGreedyBandit
0,2.2548071865610595,EpsilonGreedyBandit
1,3.993687421231334,EpsilonGreedyBandit
1,1.215572667816028,EpsilonGreedyBandit
2,3.1798252807971545,EpsilonGreedyBandit
1,2.2925004118765813,EpsilonGreedyBandit
0,0.9451404340628959,EpsilonGreedyBandit
2,2.607775615961348,EpsilonGreedyBandit
1,1.7585260173733381,EpsilonGreedyBandit
2,2.90375267906588,EpsilonGreedyBandit
3,5.290697477607949,EpsilonGreedyBandit
0,1.5999041360975452,EpsilonGreedyBandit
3,6.204735404486964,EpsilonGreedyBandit
1,2.600341966654687,EpsilonGreedyBandit
3,3.226755895019569,EpsilonGreedyBandit
2,3.7042958903230776,EpsilonGreedyBandit
0,0.6979267145499317,EpsilonGreedyBandit
1,2.374088149737409,EpsilonGreedyBandit
3,4.111984240590894,EpsilonGreedyBandit
2,1.5699860916054804,EpsilonGreedyBandit
3,2.97467514800855,EpsilonGreedyBandit
0,-0.013877203379414116,EpsilonGreedyBandit
2,3.5035555233700078,EpsilonGreedyBandit
2,0.729561685760225,EpsilonGreedyBandit
3,4.9394800391256934,EpsilonGreedyBandit
1,2.852360930791496,EpsilonGreedyBandit
1,2.2452593385777786,EpsilonGreedyBandit
1,1.2935192084969156,EpsilonGreedyBandit
3,3.6140811766136354,EpsilonGreedyBandit
3,5.76366421919864,EpsilonGreedyBandit
0,1.6705560463941307,EpsilonGreedyBandit
0,0.19627593708500368,EpsilonGreedyBandit
0,1.2806745295411852,EpsilonGreedyBandit
0,2.312363866380803,EpsilonGreedyBandit
2,2.5189620508167856,EpsilonGreedyBandit
1,0.3514627577785647,EpsilonGreedyBandit
3,5.517499814984302,EpsilonGreedyBandit
3,3.4089172101543204,EpsilonGreedyBandit
2,3.789303797774224,EpsilonGreedyBandit
0,-0.11389008723215999,EpsilonGreedyBandit
0,0.5418701487012849,EpsilonGreedyBandit
0,0.18855750183034203,EpsilonGreedyBandit
3,4.980455122483513,EpsilonGreedyBandit
1,3.276631528302987,EpsilonGreedyBandit
2,4.022802154620694,EpsilonGreedyBandit
1,0.7202255700335878,EpsilonGreedyBandit
3,3.7154460802286433,EpsilonGreedyBandit
3,3.762497956313559,EpsilonGreedyBandit
2,3.068597575463529,EpsilonGreedyBandit
3,4.940005995883551,EpsilonGreedyBandit
3,4.19667079234413,EpsilonGreedyBandit
1,1.7709702929224316,EpsilonGreedyBandit
2,1.7952229828922863,EpsilonGreedyBandit
2,4.026697671169425,EpsilonGreedyBandit
2,2.6297283955358663,EpsilonGreedyBandit
0,1.072626422704384,EpsilonGreedyBandit
3,4.868528536483105,EpsilonGreedyBandit
1,1.1594955303801933,EpsilonGreedyBandit
3,2.607873916763351,EpsilonGreedyBandit
1,1.022501670344938,EpsilonGreedyBandit
2,2.0425667481798984,EpsilonGreedyBandit
3,3.5067988731575124,EpsilonGreedyBandit
2,2.2819224150400803,EpsilonGreedyBandit
0,-0.23677868791884515,EpsilonGreedyBandit
2,3.167023910414414,EpsilonGreedyBandit
2,4.276133228564165,EpsilonGreedyBandit
0,2.4903481338289173,EpsilonGreedyBandit
3,4.492634401944732,EpsilonGreedyBandit
1,3.284131874367103,EpsilonGreedyBandit
0,-0.6230427037855593,EpsilonGreedyBandit
2,3.9939640122699642,EpsilonGreedyBandit
3,3.122736550779787,EpsilonGreedyBandit
2,3.6885904292602354,EpsilonGreedyBandit
3,2.3189231424977863,EpsilonGreedyBandit
2,1.7928777738489632,EpsilonGreedyBandit
2,1.6431629064598205,EpsilonGreedyBandit
2,2.512767119646605,EpsilonGreedyBandit
3,5.017882280895322,EpsilonGreedyBandit
0,1.0969072125344976,EpsilonGreedyBandit
0,0.556952703365551,EpsilonGreedyBandit
0,1.9080391063518103,EpsilonGreedyBandit
1,0.8780044064058332,EpsilonGreedyBandit
3,2.3206573115622575,EpsilonGreedyBandit
3,4.476928061097463,EpsilonGreedyBandit
3,3.0580278289921132,EpsilonGreedyBandit
2,1.3484035581084497,EpsilonGreedyBandit
3,4.8800860577540615,EpsilonGreedyBandit
1,0.8331749856215356,EpsilonGreedyBandit
0,-0.7883160874809192,EpsilonGreedyBandit
0,0.3711562677200385,EpsilonGreedyBandit
3,5.047239869367755,EpsilonGreedyBandit
2,4.791934529626888,EpsilonGreedyBandit
0,0.41951443776580033,EpsilonGreedyBandit
0,0.15364749807346867,EpsilonGreedyBandit
2,3.561676659519053,EpsilonGreedyBandit
3,4.727543556015486,EpsilonGreedyBandit
1,3.428994404726252,EpsilonGreedyBandit
3,3.0682873025166697,EpsilonGreedyBandit
1,2.8454042813710516,EpsilonGreedyBandit
2,4.673100688403982,EpsilonGreedyBandit
0,-1.0332614307697394,EpsilonGreedyBandit
2,2.4637890573772845,EpsilonGreedyBandit
0,1.010795861812079,EpsilonGreedyBandit
0,1.3406690216552641,EpsilonGreedyBandit
0,0.7752532901022682,EpsilonGreedyBandit
3,4.250205356828075,EpsilonGreedyBandit
3,5.185648144986412,EpsilonGreedyBandit
2,3.707210849375978,EpsilonGreedyBandit
0,1.4788379193008474,EpsilonGreedyBandit
2,3.601425641200593,EpsilonGreedyBandit
3,5.49235828800498,EpsilonGreedyBandit
0,-0.0662191407657271,EpsilonGreedyBandit
2,3.967036282968821,EpsilonGreedyBandit
2,3.369266807543671,EpsilonGreedyBandit
3,3.797614491046214,EpsilonGreedyBandit
2,4.328255588416965,EpsilonGreedyBandit
2,2.422463531374242,EpsilonGreedyBandit
3,5.352782878499202,EpsilonGreedyBandit
0,0.8289335147402166,EpsilonGreedyBandit
2,3.6738743280668142,EpsilonGreedyBandit
0,0.8494677513360758,EpsilonGreedyBandit
0,1.6116519415697612,EpsilonGreedyBandit
2,2.8341410557851483,EpsilonGreedyBandit
3,3.7517976231782173,EpsilonGreedyBandit
3,3.608570270676368,EpsilonGreedyBandit
1,0.9847313576427956,EpsilonGreedyBandit
