Bandit,Reward,Algorithm
1,1.1162796000932658,ThompsonSamplingBandit
3,3.646339044385857,ThompsonSamplingBandit
3,4.147107726879535,ThompsonSamplingBandit
3,4.041298472929437,ThompsonSamplingBandit
3,3.217400731917747,ThompsonSamplingBandit
3,3.2819588817083734,ThompsonSamplingBandit
3,4.546324666386868,ThompsonSamplingBandit
3,3.068641414414051,ThompsonSamplingBandit
3,2.8228251500031747,ThompsonSamplingBandit
3,3.3314328806227294,ThompsonSamplingBandit
3,4.621627273898122,ThompsonSamplingBandit
3,5.165012847234012,ThompsonSamplingBandit
3,2.7306039285189883,ThompsonSamplingBandit
3,5.881177636425866,ThompsonSamplingBandit
3,4.92051057104332,ThompsonSamplingBandit
3,2.630472055487682,ThompsonSamplingBandit
3,2.6892905491528065,ThompsonSamplingBandit
3,5.076351327247019,ThompsonSamplingBandit
3,3.698315774428572,ThompsonSamplingBandit
3,4.779479174470119,ThompsonSamplingBandit
3,4.30291387756742,ThompsonSamplingBandit
3,4.824576354174454,ThompsonSamplingBandit
3,3.8305599879321566,ThompsonSamplingBandit
3,2.6584599488707763,ThompsonSamplingBandit
3,4.982653242382254,ThompsonSamplingBandit
3,4.160541239465464,ThompsonSamplingBandit
3,2.723298484198568,ThompsonSamplingBandit
3,3.9026851051669436,ThompsonSamplingBandit
3,4.759702372429466,ThompsonSamplingBandit
3,4.778969433292598,ThompsonSamplingBandit
3,2.566568401711051,ThompsonSamplingBandit
3,4.410669693160825,ThompsonSamplingBandit
3,2.6643197905665588,ThompsonSamplingBandit
3,4.689354368119522,ThompsonSamplingBandit
3,2.736350445758626,ThompsonSamplingBandit
3,3.418941459992864,ThompsonSamplingBandit
3,5.506666656862841,ThompsonSamplingBandit
3,5.119489929942899,ThompsonSamplingBandit
3,2.966156472111664,ThompsonSamplingBandit
3,3.0614771801995264,ThompsonSamplingBandit
3,4.807992318429523,ThompsonSamplingBandit
3,3.526532722767429,ThompsonSamplingBandit
3,3.265237546803318,ThompsonSamplingBandit
3,4.424380905504379,ThompsonSamplingBandit
3,4.138772600752755,ThompsonSamplingBandit
3,2.2813077300630313,ThompsonSamplingBandit
3,2.9928593750156187,ThompsonSamplingBandit
3,2.715011551804377,ThompsonSamplingBandit
3,3.89403401674072,ThompsonSamplingBandit
3,3.139050840991225,ThompsonSamplingBandit
3,5.444891734310564,ThompsonSamplingBandit
3,3.917027508605668,ThompsonSamplingBandit
3,4.391225917048752,ThompsonSamplingBandit
3,3.119459551678501,ThompsonSamplingBandit
3,4.376497637157325,ThompsonSamplingBandit
3,3.2736427654332387,ThompsonSamplingBandit
3,4.256912145038883,ThompsonSamplingBandit
3,2.903331141735344,ThompsonSamplingBandit
3,4.74567324322449,ThompsonSamplingBandit
3,2.9551644233750034,ThompsonSamplingBandit
3,4.58917893352058,ThompsonSamplingBandit
3,2.836545146444793,ThompsonSamplingBandit
3,3.6689755542274827,ThompsonSamplingBandit
3,6.540835873725314,ThompsonSamplingBandit
3,5.758774287498055,ThompsonSamplingBandit
3,2.733715381723422,ThompsonSamplingBandit
3,3.74776931932776,ThompsonSamplingBandit
3,5.139282284046609,ThompsonSamplingBandit
3,4.642694557777007,ThompsonSamplingBandit
3,4.490821305938933,ThompsonSamplingBandit
3,4.327744072519155,ThompsonSamplingBandit
3,4.7703058195018535,ThompsonSamplingBandit
3,6.306309010135921,ThompsonSamplingBandit
3,2.323668613147917,ThompsonSamplingBandit
3,3.988138763167254,ThompsonSamplingBandit
3,5.517569672100602,ThompsonSamplingBandit
3,3.1019982985404813,ThompsonSamplingBandit
3,3.5645571356459076,ThompsonSamplingBandit
3,4.132720706242803,ThompsonSamplingBandit
3,6.214422449560394,ThompsonSamplingBandit
3,3.9067545875454885,ThompsonSamplingBandit
3,4.7818428214450845,ThompsonSamplingBandit
3,5.623966922145745,ThompsonSamplingBandit
3,4.694705833906427,ThompsonSamplingBandit
3,3.219215046592916,ThompsonSamplingBandit
3,6.467584665596752,ThompsonSamplingBandit
3,3.0092702567493124,ThompsonSamplingBandit
3,3.9309277671478817,ThompsonSamplingBandit
3,4.713891274315421,ThompsonSamplingBandit
3,3.565432727282445,ThompsonSamplingBandit
3,5.187039440429244,ThompsonSamplingBandit
3,2.8666596972011185,ThompsonSamplingBandit
3,5.039293723599059,ThompsonSamplingBandit
3,4.908165346236865,ThompsonSamplingBandit
3,6.297425076164137,ThompsonSamplingBandit
3,3.4676349388993843,ThompsonSamplingBandit
3,4.011485732830474,ThompsonSamplingBandit
3,3.8851998126038456,ThompsonSamplingBandit
3,4.7383592916010935,ThompsonSamplingBandit
3,3.270858848388373,ThompsonSamplingBandit
3,2.8994395265035426,ThompsonSamplingBandit
3,3.1588193683221206,ThompsonSamplingBandit
3,3.017308221388428,ThompsonSamplingBandit
3,2.8769772356156986,ThompsonSamplingBandit
3,2.348646443692868,ThompsonSamplingBandit
3,4.434973594167933,ThompsonSamplingBandit
3,4.801259495417325,ThompsonSamplingBandit
3,4.238533159069418,ThompsonSamplingBandit
3,2.209055519710087,ThompsonSamplingBandit
3,4.9789038751301256,ThompsonSamplingBandit
3,3.662436143189636,ThompsonSamplingBandit
3,4.122377674384426,ThompsonSamplingBandit
3,3.6839280777674026,ThompsonSamplingBandit
3,5.838793785110345,ThompsonSamplingBandit
3,3.446890131790243,ThompsonSamplingBandit
3,3.607945339045208,ThompsonSamplingBandit
3,5.2984917142179215,ThompsonSamplingBandit
